ForeignWorker,Single,Age,LoanAmount,OwnsHouse,Unemployed,Gender_F,Gender_M,ForeignWorker_scaled,Single_scaled,Age_scaled,LoanAmount_scaled,OwnsHouse_scaled,Unemployed_scaled,Gender_F_scaled,Gender_M_scaled,errors,TP,TN,FN,FP,index,errors_scaled,TP_scaled,TN_scaled,FN_scaled,FP_scaled,Shap_ForeignWorker,Shap_Single,Shap_Age,Shap_LoanAmount,Shap_OwnsHouse,Shap_Unemployed,Shap_Gender_F,Shap_Gender_M,Shap_ForeignWorker_scaled,Shap_Single_scaled,Shap_Age_scaled,Shap_LoanAmount_scaled,Shap_OwnsHouse_scaled,Shap_Unemployed_scaled,Shap_Gender_F_scaled,Shap_Gender_M_scaled,Error_Type
0.0,0.0,40.0,7678.0,1.0,0.0,1.0,0.0,-0.18760780199821225,-1.1419927606766112,0.3708578140358542,1.5000442812397292,0.6453143380561522,-0.26148818018424536,1.5059793677899938,-1.5059793677899938,0.0,1.0,0.0,0.0,0.0,870,-0.7370277311900888,0.8614872481619474,-0.2826899483735619,-0.37969034715857664,-0.5403606796230526,-0.006404301392354978,-0.030442974279676432,0.06585364675402466,-0.14143867196829482,0.03853428383759436,-0.00323219328051404,0.050501206961690095,0.012829003367531542,-0.22219423206022923,-0.7367311258936755,0.7875492082365138,-1.3515063248192625,0.7130986140545008,-0.01138740265445664,2.869418813546085,0.7871312608061308,TP
0.0,1.0,36.0,1940.0,0.0,0.0,0.0,1.0,-0.18760780199821225,0.8756622935223487,0.025873800979245416,-0.47839649641224247,-1.549632390025998,-0.26148818018424536,-0.6640197212445794,0.6640197212445795,0.0,1.0,0.0,0.0,0.0,876,-0.7370277311900888,0.8614872481619474,-0.2826899483735619,-0.37969034715857664,-0.5403606796230526,-0.006856127433025402,0.035169705524350156,0.08967237747895136,0.05888954560859854,0.04189510713666369,0.0016183499433731572,0.007057137995460461,0.008753903745627512,-0.24095660530877097,0.9708121692816645,1.058903569705747,0.5009579713218758,0.777543554673681,0.14303625962043962,0.31310600678762945,0.5256874356171705,TP
0.0,0.0,61.0,2012.0,1.0,0.0,1.0,0.0,-0.18760780199821225,-1.1419927606766112,2.1820238825830502,-0.4535711677278678,0.6453143380561522,-0.26148818018424536,1.5059793677899938,-1.5059793677899938,0.0,1.0,0.0,0.0,0.0,96,-0.7370277311900888,0.8614872481619474,-0.2826899483735619,-0.37969034715857664,-0.5403606796230526,-0.0024323571170173485,-0.017845792561551527,0.033534082077864,0.08125054273930678,0.030334846471336833,0.004301193176623622,0.028973184628336493,0.02808430058510117,-0.057256635932048786,-0.40889459726633104,0.4193492845317148,0.7077333787596811,0.5558715874728061,0.2284482347880266,1.6026783699262173,1.765856599818183,TP
0.0,1.0,43.0,1333.0,0.0,1.0,0.0,1.0,-0.18760780199821225,0.8756622935223487,0.6295958238283108,-0.6876878090707902,-1.549632390025998,3.8242646351945884,-0.6640197212445794,0.6640197212445795,1.0,0.0,0.0,0.0,1.0,545,1.3568010505999364,-1.1607832874294783,-0.2826899483735619,-0.37969034715857664,1.8506157788860298,-0.010073456846775438,0.0031866106173775483,-0.005958184977824485,-0.02615863831683358,0.07586150965212723,-0.03304005061989542,-0.00948303553483797,-0.008134753973337763,-0.37455832342736445,0.13846513772502742,-0.030565491936784903,-0.2854950110845327,1.4288609844720226,-0.9603612149579104,-0.6601420896182585,-0.557828474673704,FP
0.0,1.0,31.0,2775.0,1.0,0.0,0.0,1.0,-0.18760780199821225,0.8756622935223487,-0.4053562153415156,-0.19049164291984158,0.6453143380561522,-0.26148818018424536,-0.6640197212445794,0.6640197212445795,1.0,0.0,0.0,0.0,1.0,598,1.3568010505999364,-1.1607832874294783,-0.2826899483735619,-0.37969034715857664,1.8506157788860298,-0.0049167195012807105,0.05234434411405755,0.025317778862896514,0.1533185099201602,0.024983534372931833,0.0076169066136272025,0.0019261330041095927,0.005609512613497399,-0.16042141649454608,1.4177751504997365,0.3257452323979934,1.3741564005027802,0.4532583407389151,0.33400849646647895,0.011190139258563629,0.3239545402897584,FP
1.0,0.0,22.0,3632.0,0.0,0.0,1.0,0.0,5.330268727360971,-1.1419927606766112,-1.1815702447188854,0.1049987276705627,-1.549632390025998,-0.26148818018424536,1.5059793677899938,-1.5059793677899938,0.0,1.0,0.0,0.0,0.0,613,-0.7370277311900888,0.8614872481619474,-0.2826899483735619,-0.37969034715857664,-0.5403606796230526,0.019836045874955032,-0.030625978110724934,-0.03648533524569745,0.07935104826526819,-0.0009514918938050367,0.0007590230501319633,-0.04360899913378891,-0.04207431280633898,0.8674534316071782,-0.7414937261354522,-0.37834537425205006,0.6901684758396857,-0.04405469210621213,0.11567841539134138,-2.6681638948221593,-2.7352692515398394,TP
0.0,1.0,36.0,4042.0,1.0,0.0,0.0,1.0,-0.18760780199821225,0.8756622935223487,0.025873800979245416,0.24636518267880747,0.6453143380561522,-0.26148818018424536,-0.6640197212445794,0.6640197212445795,1.0,0.0,0.0,1.0,0.0,628,1.3568010505999364,-1.1607832874294783,-0.2826899483735619,2.6337251064809206,-0.5403606796230526,-0.00865606243615096,0.025935709888870225,-0.09181012677474813,-0.12066735370528789,-0.011091740376610966,-0.0016422142630412207,-0.013609747524137293,-0.012258464808893643,-0.315700089109853,0.7305011900298388,-1.0086318346079342,-1.1594309101251974,-0.23849743817950955,0.039231748950923226,-0.902963882306455,-0.822391021568486,FN
0.0,1.0,35.0,5842.0,1.0,0.0,0.0,1.0,-0.18760780199821225,0.8756622935223487,-0.060372202284906785,0.8669983997881747,0.6453143380561522,-0.26148818018424536,-0.6640197212445794,0.6640197212445795,0.0,1.0,0.0,0.0,0.0,415,-0.7370277311900888,0.8614872481619474,-0.2826899483735619,-0.37969034715857664,-0.5403606796230526,-0.005004161951113076,0.06194291593348297,0.05012307280374393,0.09484968320011251,0.04645612809311107,0.002387101959314019,0.007748995537020171,0.007696264424328097,-0.16405252168513526,1.6675740765986673,0.608338993422008,0.8334866174524848,0.8650026974326839,0.1675105290379712,0.3538159203851862,0.45783307732259265,TP
0.0,1.0,27.0,1082.0,1.0,0.0,0.0,1.0,-0.18760780199821225,0.8756622935223487,-0.7503402283981244,-0.7742316632343742,0.6453143380561522,-0.26148818018424536,-0.6640197212445794,0.6640197212445795,0.0,1.0,0.0,0.0,0.0,574,-0.7370277311900888,0.8614872481619474,-0.2826899483735619,-0.37969034715857664,-0.5403606796230526,-0.009618294148940798,-0.01599680308527319,0.022163861500914952,-0.0658432952580858,0.02230550724002626,0.010140282373339795,0.004603564443611919,-0.001554823065592991,-0.35565739329745183,-0.36077539846971246,0.289814298807498,-0.6524648317991896,0.4019062510279075,0.41434360701482675,0.16873413642277593,-0.1356836277715109,TP
0.0,1.0,31.0,2746.0,1.0,0.0,0.0,1.0,-0.18760780199821225,0.8756622935223487,-0.4053562153415156,-0.20049073363993694,0.6453143380561522,-0.26148818018424536,-0.6640197212445794,0.6640197212445795,1.0,0.0,0.0,0.0,1.0,315,1.3568010505999364,-1.1607832874294783,-0.2826899483735619,-0.37969034715857664,1.8506157788860298,-0.00492114750683662,0.05271654339260703,0.024940412673416314,0.1523102004604374,0.025743548245707938,0.008511175882206417,0.0014667571541932775,0.00543250969826784,-0.16060529233504284,1.4274614852821983,0.32144609645456074,1.3648324156134277,0.4678318676822603,0.36247877889460367,-0.0158402102505823,0.31259866595027624,FP
0.0,1.0,57.0,14318.0,0.0,0.0,0.0,1.0,-0.18760780199821225,0.8756622935223487,1.8370398695264416,3.7894912599098394,-1.549632390025998,-0.26148818018424536,-0.6640197212445794,0.6640197212445795,0.0,0.0,1.0,0.0,0.0,378,-0.7370277311900888,-1.1607832874294783,3.5374444891070045,-0.37969034715857664,-0.5403606796230526,-0.006121292366613617,-0.0008379539948591111,0.05967446113856896,-0.2162905127230417,-0.1222770022086273,-0.02424845434208971,0.011122260530736932,0.0051784939659242175,-0.21044209629181124,0.03372748122097294,0.7171529731706752,-2.0436722322276273,-2.370513006649441,-0.6804687510014492,0.5523037855695258,0.29630192454912685,TN
0.0,1.0,33.0,2384.0,0.0,0.0,0.0,1.0,-0.18760780199821225,0.8756622935223487,-0.23286420881321118,-0.3253069695252652,-1.549632390025998,-0.26148818018424536,-0.6640197212445794,0.6640197212445795,1.0,0.0,0.0,0.0,1.0,583,1.3568010505999364,-1.1607832874294783,-0.2826899483735619,-0.37969034715857664,1.8506157788860298,-0.009609867655932268,0.04018544607086345,-0.022656334070273756,0.07407278279547652,-0.07593318307904269,-0.0002949968196505775,0.009177745251835186,0.0012584075067238992,-0.35530747763794784,1.1013447761820194,-0.2207987850970178,0.6413595838792178,-1.4818543637808461,0.08212225458840974,0.4378856514334722,0.044803189780547745,FP
0.0,0.0,26.0,763.0,1.0,0.0,1.0,0.0,-0.18760780199821225,-1.1419927606766112,-0.8365862316622766,-0.8842216611554232,0.6453143380561522,-0.26148818018424536,1.5059793677899938,-1.5059793677899938,0.0,1.0,0.0,0.0,0.0,171,-0.7370277311900888,0.8614872481619474,-0.2826899483735619,-0.37969034715857664,-0.5403606796230526,0.0007360081818806056,-0.03724793361518116,0.021429936189963295,-0.08852548331389991,0.0075408514337144,0.005649893497219589,-0.03670031525414978,-0.01668295711954711,0.07431181514138706,-0.9138274237737211,0.28145307098140826,-0.8622103386478519,0.11878890684504316,0.2713859498447844,-2.261646791346068,-1.1062506327541155,TP
0.0,1.0,49.0,2964.0,0.0,0.0,0.0,1.0,-0.18760780199821225,0.8756622935223487,1.147071843413224,-0.125325155123358,-1.549632390025998,-0.26148818018424536,-0.6640197212445794,0.6640197212445795,0.0,1.0,0.0,0.0,0.0,560,-0.7370277311900888,0.8614872481619474,-0.2826899483735619,-0.37969034715857664,-0.5403606796230526,-0.005161312236562046,0.007003217566219181,0.06170465843232011,0.11582313532734555,-0.10916829252233477,-0.006841377080407815,-0.003739991146361514,-0.003420038340219531,-0.17057829055700777,0.2377907806537925,0.7402819508086765,1.0274311935210636,-2.119148997848047,-0.1262906937864902,-0.3222129253068621,-0.25534917252975003,TP
0.0,1.0,35.0,2397.0,1.0,0.0,0.0,1.0,-0.18760780199821225,0.8756622935223487,-0.060372202284906785,-0.3208246185128087,0.6453143380561522,-0.26148818018424536,-0.6640197212445794,0.6640197212445795,1.0,0.0,0.0,0.0,1.0,963,1.3568010505999364,-1.1607832874294783,-0.2826899483735619,-0.37969034715857664,1.8506157788860298,-0.004889675804942504,0.05535810149123711,0.013587914787402667,0.12589859704438466,0.03208429433266625,0.007454453354071086,0.025659560831919476,0.02104675396326067,-0.15929840923280267,1.4962069599923336,0.19211301609372497,1.1206004600563073,0.5894178508455178,0.3288365752751355,1.4076998803619711,1.3143527644591964,FP
0.0,0.0,26.0,1113.0,1.0,0.0,1.0,0.0,-0.18760780199821225,-1.1419927606766112,-0.8365862316622766,-0.763542980050824,0.6453143380561522,-0.26148818018424536,1.5059793677899938,-1.5059793677899938,0.0,1.0,0.0,0.0,0.0,524,-0.7370277311900888,0.8614872481619474,-0.2826899483735619,-0.37969034715857664,-0.5403606796230526,0.002245153152994024,-0.006735820488729412,0.06434189178998477,0.03519398238132341,0.042164836211277604,0.00875356999483105,-0.014846820226459945,0.005083207184778448,0.1369800517755027,-0.11976209453675254,0.7703265733403694,0.28184163620731073,0.7827157022845279,0.3701957262255816,-0.9757550565009547,0.2901886652759576,TP
0.0,0.0,22.0,3832.0,1.0,0.0,0.0,1.0,-0.18760780199821225,-1.1419927606766112,-1.1815702447188854,0.17395797401604796,0.6453143380561522,-0.26148818018424536,-0.6640197212445794,0.6640197212445795,0.0,1.0,0.0,0.0,0.0,79,-0.7370277311900888,0.8614872481619474,-0.2826899483735619,-0.37969034715857664,-0.5403606796230526,-0.004286346068814496,-0.06451067771169187,-0.09635950551314267,0.15350141118306423,-0.01569152739902589,0.009687112740621581,-0.009843367876257546,0.0037029006452466936,-0.1342447454723401,-1.6233292461214965,-1.0604605309769994,1.3758477152029611,-0.3266999335628558,0.39991633339081506,-0.6813445736621941,0.2016331316421795,TP
0.0,0.0,24.0,433.0,0.0,0.0,1.0,0.0,-0.18760780199821225,-1.1419927606766112,-1.009078238190581,-0.9980044176254739,-1.549632390025998,-0.26148818018424536,1.5059793677899938,-1.5059793677899938,1.0,0.0,0.0,0.0,1.0,721,1.3568010505999364,-1.1607832874294783,-0.2826899483735619,-0.37969034715857664,1.8506157788860298,-0.0020895106402214346,0.0022358218369567936,-6.976291430922153e-05,0.03759323380349829,0.012846859118226249,0.0012044842686593457,0.010254990830481906,0.0042238836967078836,-0.0430197106874399,0.11372124657495485,0.03651822581289153,0.30402786464184894,0.22053342588832942,0.1298602811311767,0.5012723629972331,0.23505754195610193,FP
0.0,0.0,24.0,4308.0,0.0,0.0,1.0,0.0,-0.18760780199821225,-1.1419927606766112,-1.009078238190581,0.33808098031830286,-1.549632390025998,-0.26148818018424536,1.5059793677899938,-1.5059793677899938,1.0,0.0,0.0,0.0,1.0,11,1.3568010505999364,-1.1607832874294783,-0.2826899483735619,-0.37969034715857664,1.8506157788860298,-0.0033650901448893005,-0.025516921039733364,-0.012748546961731982,-0.06608590808075063,-0.029677548040319118,-0.009973478777245505,-0.0023073332651647243,-0.014125173690165384,-0.0959889878438796,-0.6085325946545149,-0.10792454022393265,-0.6547083080164134,-0.5948866811304423,-0.22600542517187142,-0.2379132320103244,-0.9421523907901443,FP
0.0,0.0,44.0,5943.0,1.0,0.0,1.0,0.0,-0.18760780199821225,-1.1419927606766112,0.715841827092463,0.9018228191926447,0.6453143380561522,-0.26148818018424536,1.5059793677899938,-1.5059793677899938,1.0,0.0,0.0,0.0,1.0,80,1.3568010505999364,-1.1607832874294783,-0.2826899483735619,-0.37969034715857664,1.8506157788860298,-0.003993400344734978,-0.006322607496787728,0.08714895162707648,-0.0268576352144903,0.028536473209937244,0.0003595989549460576,0.04936390229057416,0.02796471697347913,-0.12207998177569995,-0.10900839455106677,1.0301554966594417,-0.2919587375215009,0.5213871627563649,0.10296220429240927,2.8024981367968653,1.7581845427513256,FP
0.0,0.0,26.0,2812.0,0.0,0.0,1.0,0.0,-0.18760780199821225,-1.1419927606766112,-0.8365862316622766,-0.1777341823459268,-1.549632390025998,-0.26148818018424536,1.5059793677899938,-1.5059793677899938,1.0,0.0,0.0,1.0,0.0,770,1.3568010505999364,-1.1607832874294783,-0.2826899483735619,2.6337251064809206,-0.5403606796230526,-0.003325496075798838,-0.05546716422534695,-0.06463868404538313,0.005561748928564908,-0.1575166432242845,-0.01431571538742138,-0.029433717859913344,-0.04466432811041772,-0.09434481810633742,-1.3879754872968437,-0.6990817759934077,0.007828044162623683,-3.046245221825447,-0.36424645279642676,-1.8340695311478192,-2.9014353753706743,FN
0.0,1.0,36.0,6742.0,1.0,0.0,0.0,1.0,-0.18760780199821225,0.8756622935223487,0.025873800979245416,1.1773150083428583,0.6453143380561522,-0.26148818018424536,-0.6640197212445794,0.6640197212445795,0.0,1.0,0.0,0.0,0.0,879,-0.7370277311900888,0.8614872481619474,-0.2826899483735619,-0.37969034715857664,-0.5403606796230526,-0.006936648195481728,0.06356982522878915,0.050587857402097404,-0.02884406037537296,-0.007240160603947374,-0.00246339416262618,0.002504482196015243,0.005022098510526336,-0.24430028288260244,1.7099137290462727,0.613634041649534,-0.3103275012034276,-0.16464207368948253,0.013088366317829909,0.04522105489853404,0.2862681511705297,TP
0.0,1.0,21.0,3031.0,0.0,0.0,0.0,1.0,-0.18760780199821225,0.8756622935223487,-1.2678162479830375,-0.10222380759762047,-1.549632390025998,-0.26148818018424536,-0.6640197212445794,0.6640197212445795,1.0,0.0,0.0,0.0,1.0,194,1.3568010505999364,-1.1607832874294783,-0.2826899483735619,-0.37969034715857664,1.8506157788860298,-0.004334294993471948,0.05507120703853307,0.020345535045933106,0.08209502272398364,0.013907428856999662,0.006736421417798693,0.053500622594890475,0.04887805731533334,-0.13623585607755098,1.4887406485933634,0.2690990550007467,0.7155424085575889,0.2408702147509509,0.30597704880324095,3.045908833435838,3.099909703791261,FP
