ForeignWorker,Single,Age,LoanAmount,OwnsHouse,Unemployed,Gender_F,Gender_M,ForeignWorker_scaled,Single_scaled,Age_scaled,LoanAmount_scaled,OwnsHouse_scaled,Unemployed_scaled,Gender_F_scaled,Gender_M_scaled,errors,TP,TN,FN,FP,index,errors_scaled,TP_scaled,TN_scaled,FN_scaled,FP_scaled,Shap_ForeignWorker,Shap_Single,Shap_Age,Shap_LoanAmount,Shap_OwnsHouse,Shap_Unemployed,Shap_Gender_F,Shap_Gender_M,Shap_ForeignWorker_scaled,Shap_Single_scaled,Shap_Age_scaled,Shap_LoanAmount_scaled,Shap_OwnsHouse_scaled,Shap_Unemployed_scaled,Shap_Gender_F_scaled,Shap_Gender_M_scaled,Error_Type
0.0,1.0,32.0,2978.0,1.0,0.0,0.0,1.0,-0.20412414523193148,0.9081946477755608,-0.3459289701482602,-0.09952087309313414,0.617426489238403,-0.2785430072655778,-0.6828438033870169,0.6828438033870167,0.0,1.0,0.0,0.0,0.0,165,-0.7177405625652735,0.8509629433967631,-0.29488391230979427,-0.36927447293799814,-0.5310850045437943,-0.004797110034924901,0.045247834588631484,0.07123155510642598,0.1331512123347328,0.026685947178742037,0.00850620636152555,0.008115233949916326,0.008459120514951145,-0.07754733928254913,1.318122939183516,0.8601339979732125,1.135711357891278,0.4702323485606917,0.09175048710323216,0.4514028907115869,0.48854359689618637,TP
0.0,1.0,31.0,4817.0,1.0,0.0,0.0,1.0,-0.20412414523193148,0.9081946477755608,-0.4330208558854858,0.5402487134355951,0.617426489238403,-0.2785430072655778,-0.6828438033870169,0.6828438033870167,1.0,0.0,0.0,0.0,1.0,454,1.3932610920384718,-1.1751393027860062,-0.29488391230979427,-0.36927447293799814,1.8829377433825434,-0.0069267845098321705,0.036813232903916256,0.062411511552673396,0.018235497808874856,0.03098515334644145,0.007612270740569215,0.02695949091815815,0.020509627239199312,-0.1485322394753648,1.0468754134853149,0.7652643462905605,0.12614034973322136,0.5506141362658714,0.06473603376132143,1.3416439956256005,1.1913535044402364,FP
0.0,0.0,43.0,1516.0,1.0,0.0,1.0,0.0,-0.20412414523193148,-1.101085546418158,0.6120817729612213,-0.6081359549338096,0.617426489238403,-0.2785430072655778,1.4644637544337908,-1.4644637544337908,0.0,1.0,0.0,0.0,0.0,399,-0.7177405625652735,0.8509629433967631,-0.29488391230979427,-0.36927447293799814,-0.5310850045437943,-0.005756635030017437,-0.014908112563865643,0.02240653696384584,0.0829655948596697,-0.0012534787887883043,0.02160368660593454,0.051716103420031315,0.03982630453318994,-0.10952959141153769,-0.6164262465493129,0.334965110046916,0.6948147874058431,-0.05214804426619879,0.4875522212154331,2.5111968256861608,2.317941165333377,TP
0.0,1.0,44.0,1478.0,1.0,0.0,0.0,1.0,-0.20412414523193148,0.9081946477755608,0.6991736586984469,-0.6213557723824729,0.617426489238403,-0.2785430072655778,-0.6828438033870169,0.6828438033870167,0.0,1.0,0.0,0.0,0.0,479,-0.7177405625652735,0.8509629433967631,-0.29488391230979427,-0.36927447293799814,-0.5310850045437943,-0.013563433998205449,0.005880318357049901,-0.10771678807007565,-0.054898734070847346,-0.01125294205305914,0.016401874068594197,-0.009287682667374194,-0.00896261156608182,-0.36974064813011526,0.05210685806245481,-1.0646600104554014,-0.516367078552945,-0.23910691572326992,0.33035508219437704,-0.37074635848476634,-0.5275270292867059,TP
0.0,0.0,52.0,2133.0,0.0,0.0,1.0,0.0,-0.20412414523193148,-1.101085546418158,1.3959087445962517,-0.3934878663594616,-1.6196260080021876,-0.2785430072655778,1.4644637544337908,-1.4644637544337908,0.0,1.0,0.0,0.0,0.0,584,-0.7177405625652735,0.8509629433967631,-0.29488391230979427,-0.36927447293799814,-0.5310850045437943,-0.002836990413429163,0.011108396347140696,0.19240441816938564,0.08059218303844969,-0.04816090125609332,0.01976770457083972,0.0008535058879315002,0.002871683655774364,-0.012213929253341273,0.22023610375513164,2.1634866676186744,0.6739636116113945,-0.9291709939661796,0.4320694214914494,0.10834405722288033,0.1626729864508608,TP
1.0,0.0,30.0,7721.0,1.0,0.0,1.0,0.0,4.898979485566355,-1.101085546418158,-0.5201127416227114,1.550521078459755,0.617426489238403,-0.2785430072655778,1.4644637544337908,-1.4644637544337908,0.0,1.0,0.0,0.0,0.0,108,-0.7177405625652735,0.8509629433967631,-0.29488391230979427,-0.36927447293799814,-0.5310850045437943,0.15847029539793384,-0.03996964178504082,0.06340318863122198,-0.11528911064379213,0.014639880469056732,0.018300443616156396,-0.0004754967757079521,-0.012479558909828324,5.364373769292544,-1.4223774989689395,0.7759309669767528,-1.0469156950876632,0.24500835623038097,0.387729256862708,0.04555926280482585,-0.7326425065074353,TP
0.0,0.0,26.0,2404.0,1.0,0.0,1.0,0.0,-0.20412414523193148,-1.101085546418158,-0.8684802845716137,-0.29920969455452107,0.617426489238403,-0.2785430072655778,1.4644637544337908,-1.4644637544337908,0.0,1.0,0.0,0.0,0.0,276,-0.7177405625652735,0.8509629433967631,-0.29488391230979427,-0.36927447293799814,-0.5310850045437943,-0.006560943743723767,-0.009477249439075283,-0.02817585160091129,0.11554403116346483,0.07428978848274176,0.017897623946181294,-0.02051650715447518,-0.006400891654202501,-0.13633827717049238,-0.44177565366186444,-0.20910630583326945,0.9810266855708643,1.360276165114108,0.3755561731141213,-0.9012189122781664,-0.37812234651109555,TP
0.0,0.0,28.0,1403.0,0.0,0.0,1.0,0.0,-0.20412414523193148,-1.101085546418158,-0.6942965130971626,-0.6474475173469397,-1.6196260080021876,-0.2785430072655778,1.4644637544337908,-1.4644637544337908,0.0,1.0,0.0,0.0,0.0,14,-0.7177405625652735,0.8509629433967631,-0.29488391230979427,-0.36927447293799814,-0.5310850045437943,-0.008071561608231912,0.010623823184724287,0.016312053954729632,-0.003232397646347792,-0.12627603946839727,0.010836861122412722,-0.023097475631350284,-0.020495263907539384,-0.18668919211314533,0.20465276310214134,0.26941197794081634,-0.06246192235102021,-2.389681193155399,0.1621821410368034,-1.0231491232954442,-1.2001346225863272,TP
0.0,1.0,30.0,2862.0,0.0,0.0,0.0,1.0,-0.20412414523193148,0.9081946477755608,-0.5201127416227114,-0.13987610530484298,-1.6196260080021876,-0.2785430072655778,-0.6828438033870169,0.6828438033870167,0.0,1.0,0.0,0.0,0.0,687,-0.7177405625652735,0.8509629433967631,-0.29488391230979427,-0.36927447293799814,-0.5310850045437943,-0.005254872082865886,0.020879353144564804,-0.000876860196592225,0.12956451987864265,-0.02255046811425822,0.0016577622319299049,0.009423818720164907,0.0037567464184137525,-0.09280516092055538,0.534459342038943,0.08452555550981695,1.1042011268163712,-0.45033552538331556,-0.11520734080581027,0.5132231022329563,0.21429163557618036,TP
0.0,1.0,41.0,662.0,1.0,0.0,0.0,1.0,-0.20412414523193148,0.9081946477755608,0.4378980014867702,-0.9052339575958731,0.617426489238403,-0.2785430072655778,-0.6828438033870169,0.6828438033870167,1.0,0.0,0.0,1.0,0.0,529,1.3932610920384718,-1.1751393027860062,-0.29488391230979427,2.70801280154532,-0.5310850045437943,-0.01902207377377814,-0.08324466924121814,-0.10599234498991117,-0.3075799835839124,0.0033210064454749213,0.004910579629421423,-0.032857652521031226,-0.02293486196504524,-0.5516844166370055,-2.814054849101701,-1.0461116537080972,-2.7362520165362607,0.033380606051539315,-0.016908221994230414,-1.4842397713941822,-1.3424169119933154,FN
0.0,0.0,28.0,2278.0,1.0,0.0,1.0,0.0,-0.20412414523193148,-1.101085546418158,-0.6942965130971626,-0.34304382609482553,0.617426489238403,-0.2785430072655778,1.4644637544337908,-1.4644637544337908,1.0,0.0,0.0,0.0,1.0,556,1.3932610920384718,-1.1751393027860062,-0.29488391230979427,-0.36927447293799814,1.8829377433825434,-0.004961081000527527,-0.01363639450407952,0.0605629045184795,0.13251090990263262,0.03751794956827941,0.02243092147480911,-0.005559083562522474,-0.0022661263970713613,-0.08301271099309133,-0.5755291905890053,0.7453804642707875,1.1300860978946918,0.6727571130252251,0.5125509988053748,-0.1945997376613137,-0.13697447990451603,FP
0.0,0.0,25.0,1295.0,0.0,0.0,1.0,0.0,-0.20412414523193148,-1.101085546418158,-0.9555721703088393,-0.6850196300957722,-1.6196260080021876,-0.2785430072655778,1.4644637544337908,-1.4644637544337908,0.0,0.0,1.0,0.0,0.0,10,-0.7177405625652735,-1.1751393027860062,3.391164991562634,-0.36927447293799814,-0.5310850045437943,-0.011530738695399872,-0.001658625116564754,-0.18639041543740242,-0.12279063569110349,-0.1123639781367474,-0.0016957112833056538,-0.08278695982885269,-0.054182935810624715,-0.30198819352160433,-0.19033728334878455,-1.9108848141609935,-1.1128189724243143,-2.1295689033787655,-0.2165482558414463,-3.8430020075606866,-3.164867734426389,TN
0.0,0.0,33.0,3966.0,0.0,0.0,1.0,0.0,-0.20412414523193148,-1.101085546418158,-0.2588370844110346,0.2441943805721103,-1.6196260080021876,-0.2785430072655778,1.4644637544337908,-1.4644637544337908,1.0,0.0,0.0,0.0,1.0,826,1.3932610920384718,-1.1751393027860062,-0.29488391230979427,-0.36927447293799814,1.8829377433825434,-0.003925675087723816,0.01036857842155612,-0.0009660880274945031,0.14105826067920912,-0.031942735891328664,0.010306711855876083,0.037802446137022105,0.0438985019128828,-0.048501246332454465,0.1964443718769514,0.08356580818130221,1.2051772860423946,-0.6259417291980709,0.1461611969225272,1.8538872987626007,2.5554399468712643,FP
0.0,1.0,31.0,6350.0,1.0,0.0,0.0,1.0,-0.20412414523193148,0.9081946477755608,-0.4330208558854858,1.0735639805092991,0.617426489238403,-0.2785430072655778,-0.6828438033870169,0.6828438033870167,1.0,0.0,0.0,0.0,1.0,542,1.3932610920384718,-1.1751393027860062,-0.29488391230979427,-0.36927447293799814,1.8829377433825434,-0.005909911468335192,0.028761612046786664,0.08090254763787419,0.04158257463037769,0.04713668456152698,0.006577562622878405,0.02909430276235768,0.028454627206533894,-0.11463850021618957,0.7879441305399524,0.9641565787340147,0.33125182627479094,0.8525975496222327,0.033467479837995834,1.4424968580211102,1.6547219602450085,FP
0.0,0.0,26.0,9960.0,1.0,0.0,1.0,0.0,-0.20412414523193148,-1.101085546418158,-0.8684802845716137,2.329446638132308,0.617426489238403,-0.2785430072655778,1.4644637544337908,-1.4644637544337908,0.0,0.0,1.0,0.0,0.0,295,-0.7177405625652735,-1.1751393027860062,3.391164991562634,-0.36927447293799814,-0.5310850045437943,-0.009280909574456672,-0.011800135814437252,-0.1431563147089769,-0.13219034041635458,0.023118441724109658,0.016529365667809753,-0.0017482137264672258,0.005128106848772089,-0.22699837818468663,-0.516477128058313,-1.4458526346800487,-1.1953983604132776,0.4035310890942766,0.3342078382293247,-0.01456647982308536,0.29427214754339337,TN
0.0,0.0,23.0,660.0,0.0,0.0,0.0,1.0,-0.20412414523193148,-1.101085546418158,-1.1297559417832905,-0.9059297374615922,-1.6196260080021876,-0.2785430072655778,-0.6828438033870169,0.6828438033870167,0.0,1.0,0.0,0.0,0.0,436,-0.7177405625652735,0.8509629433967631,-0.29488391230979427,-0.36927447293799814,-0.5310850045437943,-0.004883521120591779,0.09350157271485715,-0.046068290972979854,-0.027663006523349038,-0.022037707094434495,0.010173706748388685,-0.0038019245404425626,-0.0026208292114482663,-0.08042753640369989,2.869910155898963,-0.4015599462984479,-0.27709257174161694,-0.4407484886534585,0.14214182440148337,-0.11158796426200421,-0.1576614649319776,TP
