age,decile_score,priors_count,sex_Female,race_African-American,race_Asian,race_Caucasian,race_Hispanic,race_Native American,race_Other,age_scaled,decile_score_scaled,priors_count_scaled,sex_Female_scaled,race_African-American_scaled,race_Asian_scaled,race_Caucasian_scaled,race_Hispanic_scaled,race_Native American_scaled,race_Other_scaled,errors,TP,TN,FN,FP,Error_Type,sex,race,Shap_age,Shap_decile_score,Shap_priors_count,Shap_sex_Female,Shap_race_African-American,Shap_race_Asian,Shap_race_Caucasian,Shap_race_Hispanic,Shap_race_Native American,Shap_race_Other,Shap_age_scaled,Shap_decile_score_scaled,Shap_priors_count_scaled,Shap_sex_Female_scaled,Shap_race_African-American_scaled,Shap_race_Asian_scaled,Shap_race_Caucasian_scaled,Shap_race_Hispanic_scaled,Shap_race_Native American_scaled,Shap_race_Other_scaled,errors_scaled,TP_scaled,TN_scaled,FN_scaled,FP_scaled
34.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.06880771085603854,-0.5285224963469753,-0.7112397688480602,-0.4896242566497053,0.9756227892171374,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,1.0,0.0,0.0,1.0,0.0,FN,Male,African-American,-0.0891650100582774,-0.1342706886272208,-0.14486982269674628,-0.023134880796133076,-0.03447266569244675,0.0,0.012568989598985354,0.005274555645301006,0.0,-0.0005028134929307271,-0.7795474452038337,-1.2374482648044465,-0.8853451818219733,-0.5970505202409175,-0.9880926886841623,0.06473388837409572,0.6505880634495166,0.3168561105079008,-0.05665803709531399,0.07721841283912015,-0.7838138397649894,1.7258561589535701,-0.7632242205029475,-0.49743065544984816,-0.4720166552143291
24.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.9099851826666838,-0.17840667553457135,0.10806301637667537,-0.4896242566497053,0.9756227892171374,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,0.0,1.0,0.0,0.0,0.0,TP,Male,African-American,0.14823121613502735,0.015361804522653984,-0.08171055077484198,0.02380520931768842,0.04982028905309562,0.0,-0.0005858747049933299,0.0066315405866043875,0.0,0.0013502228343713796,1.4029345077216533,0.300211933753186,-0.3948005450822872,0.6967711820389553,2.1684225576532787,0.06473388837409572,0.18807451444686227,0.3685249546475088,-0.05665803709531399,0.24953342599743736,-0.7838138397649894,-0.5794225635850934,1.3102309559057528,-0.49743065544984816,-0.4720166552143291
23.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.9941029298477484,1.2220566077150445,-0.5064140725418763,-0.4896242566497053,0.9756227892171374,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,0.0,0.0,1.0,0.0,0.0,TN,Male,African-American,-0.127751686114716,-0.001878944627387682,-0.17476806022270466,-0.017722877976921153,-0.004598012349888449,0.0,0.029702272938520763,0.007378127116098767,0.0,0.00023350998642854393,-1.1342907596488816,0.12304176701151406,-1.1175584360289401,-0.44787810315954396,0.13062238115170552,0.06473388837409572,1.2529793538742948,0.3969521404290433,-0.05665803709531399,0.14568959614252502,-0.7838138397649894,-0.5794225635850934,1.3102309559057528,-0.49743065544984816,-0.4720166552143291
43.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6882520137735422,-1.2287541379717832,-0.3015883762356924,-0.4896242566497053,-1.0249863072616656,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,4.258553570707883,0.0,0.0,1.0,0.0,0.0,TN,Male,Other,0.023728266561920463,0.17876538255572086,0.11755131110847288,0.005979371881912812,-0.028966674800358305,0.0,0.025022136397710712,0.010091466231679079,0.0,-0.0015769444441684755,0.25832726233081993,1.9793871780745325,1.1528239711484731,0.20543306829024618,-0.7819100456680643,0.06473388837409572,1.088429837339003,0.5002658114902445,-0.05665803709531399,-0.022665699668142473,-0.7838138397649894,-0.5794225635850934,1.3102309559057528,-0.49743065544984816,-0.4720166552143291
44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7723697609546067,-1.2287541379717832,-0.7112397688480602,-0.4896242566497053,-1.0249863072616656,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,4.258553570707883,0.0,0.0,1.0,0.0,0.0,TN,Male,Other,-0.015704886817984515,0.058302763495375984,0.17385395761630207,0.01783624244224484,0.03756638668513915,0.0,-0.01231855720106978,0.01017901194973092,0.0,0.0008794028335250914,-0.10419806917342819,0.7414837598806524,1.5901146560825326,0.5322470223087076,1.7095511161627246,0.06473388837409572,-0.22443636329289438,0.5035992206707223,-0.05665803709531399,0.2057515780942471,1.275813144993497,-0.5794225635850934,-0.7632242205029475,2.0103304632394576,-0.4720166552143291
41.0,6.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5200165194114131,0.5218249660902365,2.156319979438514,-0.4896242566497053,-1.0249863072616656,-0.06675015657623451,1.3927276480161124,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,1.0,0.0,0.0,1.0,0.0,FN,Male,Caucasian,-0.06942804486741806,0.04878487095054879,-0.058489436392555945,0.0021990261765677133,0.0025012197462274343,0.0,-0.012306054110886179,0.0039044227250269615,0.0,-0.0015716805360716534,-0.5980973395079922,0.6436755617263238,-0.21444708671066393,0.10123443331029713,0.39646707026391076,0.06473388837409572,-0.22399676555317705,0.2646866411546234,-0.05665803709531399,-0.02217620554457682,-0.7838138397649894,1.7258561589535701,-0.7632242205029475,-0.49743065544984816,-0.4720166552143291
21.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.1623384242098773,-0.5285224963469753,-0.5064140725418763,-0.4896242566497053,-1.0249863072616656,-0.06675015657623451,1.3927276480161124,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,0.0,1.0,0.0,0.0,0.0,TP,Male,Caucasian,-0.004772140894383483,0.06486459221832774,0.08246304913445783,0.010341036106037791,0.0710790713476672,0.0,0.03357617548292183,0.005634272584866267,0.0,-0.0009250634195632301,-0.0036888022116609944,0.8089147211955119,0.8803009005033108,0.32565473419559043,2.9644994140637757,0.06473388837409572,1.3891823866763466,0.33055276838453296,-0.05665803709531399,0.03795312667513449,-0.7838138397649894,-0.5794225635850934,1.3102309559057528,-0.49743065544984816,-0.4720166552143291
27.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.6576319411234902,-0.17840667553457135,-0.7112397688480602,-0.4896242566497053,-1.0249863072616656,-0.06675015657623451,1.3927276480161124,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,0.0,0.0,1.0,0.0,0.0,TN,Male,Caucasian,0.06985192994166937,0.11637680285151873,0.2571847112753312,0.013238326212776883,0.0005767241057401406,0.0,-0.003811856339816586,0.007754067540590767,0.0,-0.0005763888655928895,0.6823612267424715,1.3382668315759658,2.2373269028205445,0.40551348199113507,0.32440055119305894,0.06473388837409572,0.07465181540098795,0.411266527131226,-0.05665803709531399,0.07037659267530981,1.275813144993497,-0.5794225635850934,-0.7632242205029475,2.0103304632394576,-0.4720166552143291
23.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.9941029298477484,0.5218249660902365,-0.09676267992950852,-0.4896242566497053,0.9756227892171374,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,1.0,0.0,0.0,1.0,0.0,FN,Male,African-American,0.0035076869687691217,0.0014468996344294282,-0.18712914461195396,-0.022631056755490136,-0.02749749755135781,0.0,-0.0263835129479412,-0.0006313285970099969,0.0,-8.771821892878507e-05,0.07243108888528435,0.15721895834438293,-1.2135643503930347,-0.5831634894249662,-0.7268938180362122,0.06473388837409572,-0.7189479332133286,0.09198241947825819,-0.05665803709531399,0.11581838335655653,-0.7838138397649894,-0.5794225635850934,1.3102309559057528,-0.49743065544984816,-0.4720166552143291
37.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18354553068715504,-1.2287541379717832,-0.7112397688480602,2.0423824727201687,-1.0249863072616656,-0.06675015657623451,1.3927276480161124,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,0.0,0.0,1.0,0.0,0.0,TN,Female,Caucasian,-0.18640876684439717,-0.11737855238388875,-0.18714924374564362,0.0077364333833975256,-0.0003975755786450463,0.0,0.022736082528717817,0.0020197910710703583,0.0,0.0009361607745813672,-1.6735496272249026,-1.0638605297931203,-1.2137204560911303,0.2538634035825085,0.28791598593434453,0.06473388837409572,1.008054178287973,0.1929270097652543,-0.05665803709531399,0.21102953471919386,-0.7838138397649894,1.7258561589535701,-0.7632242205029475,-0.49743065544984816,-0.4720166552143291
